,Id,Apellido,Nombre,Propio,Padre,Madre,PIngFam,IngFam,Hijos,Exitable,Extravagante,Pesimista,Timido,Sentimental,Dependiente,Responsable,Capaz,Sociable,Servicial,Etico,Conciente,Espiritual,Impulsivo,Desordenado,Temeroso,Vago,Apego,Empatia,Compasivo,VxH
557,557,WIPQW,NHKHY,P,P,P,555409648,3172419542,0,456755696,630772661,377453245,223434902,292526485,129937514,407376707,868162943,692342592,644013499,169974945,265387976,234775571,880320525,953262079,903796049,989604142,964517812,779241904,354138666,790172858
558,558,RQBMN,UQCFC,S,S,S,24504285,3886498871,0,963931476,145252689,989731903,8210532,264232693,391882112,1283647,25578184,12761289,879554959,405043186,441985627,578752081,74972986,327439836,88372552,80893026,610204245,861630233,93687638,508082114
559,559,JQTWM,MBKMO,S,S,U,737865343,1053346748,0,707836862,661208654,4542183,313657784,924633604,270507601,653879389,644224945,362005596,866140011,954916948,98973612,109107407,987194538,494745576,78682724,249061701,78980611,88196523,490289457,971748377
560,560,HKVIB,EYDYT,U,U,P,632373356,3807421818,2,985777327,729819483,636592339,151511675,983973485,245019964,721555769,415452403,555310402,247694666,972764642,665924375,52431336,725532945,212827196,566368454,764200083,849246692,407311298,788441557,843470551
561,561,EMYNV,QPUVF,P,S,U,469230149,9182780645,0,20337036,253128639,753825261,149106477,673659981,202405784,495137542,23989826,163157906,626364195,18632304,4230589,581501555,130987804,834506629,119236449,791611971,122570348,218239339,18806911,601468162
562,562,IICAP,PHMVA,S,P,S,340209251,3583799717,1,489191635,872398505,184907411,661358771,753856226,35143474,71275105,114309268,16444242,175245893,635328214,980296003,84137772,181623506,46891142,141947329,684827432,864018833,232732041,704621806,511249959
563,563,NCIVX,IJISK,P,P,S,734689083,273934711,0,619334468,813004681,239624842,93907001,373471152,305894947,644207977,5723315,63328131,703415159,882167442,430358727,25838729,296297,166357479,879068267,273689552,47671998,464674707,129729409,441324449
564,564,NAOMP,QWMRQ,S,P,S,879405262,2432490964,0,243420712,933562296,584423262,103942567,66310347,850396969,472418,215322418,233479798,505054977,497393935,188571509,999784366,725574259,65733143,463568023,50019687,235306966,639713795,891797356,420814946
565,565,TVQHN,CRIMP,S,S,U,73838544,1677821913,0,136146661,424904113,527290355,157387969,952275235,685339054,34047926,827820994,829255633,362082117,651393402,623995179,421334311,706758409,802461452,83714765,749858273,76164944,934271484,165566963,374588242
566,566,KFTLO,NGJCQ,P,P,U,433534643,2560334236,2,779075316,858849214,311278435,853711139,67202914,534895791,310415731,868019573,790263308,39147015,952978152,69517019,358368918,995106845,726044185,817597783,312075385,729772357,667784898,885136364,533533825
567,567,HKMKQ,VUGQX,S,U,P,61228614,2395950633,2,113309043,592535061,113937478,112150648,248975777,261692401,599026404,879750898,641587855,253804711,900470191,907751821,884017611,635061689,122357645,841293019,669096694,739383832,482358484,226641177,803717834
568,568,HFXSC,WPCWA,P,U,S,589354429,2721174376,0,896985863,344988318,367506169,124441101,639893855,7750268,348517102,253696152,642059972,563493021,644567718,319177758,648958958,7365749,567350952,45801072,453809319,436430918,7344439,36552102,743005899
569,569,PRKXJ,YEHND,P,P,S,112580206,1942062614,1,84417032,682645542,82034427,946754434,840516347,685123582,325170446,95193315,41003468,909255864,222932241,158005,423615303,428152407,34437488,182818729,92747105,75001466,194348885,656949553,67667695
570,570,HJDSK,ADWDC,S,P,P,795852413,2364456112,0,94620729,136607895,63730512,59749113,556915699,36588629,990012449,104763755,468041689,710579382,238483091,761346424,154282067,676854191,882216469,901654313,543744686,273008197,502103664,340419908,555802888
571,571,KSDLS,NYEYR,P,S,P,721886981,4938551547,0,987549601,909204055,602809275,3872396,459323101,98546132,41501745,805864023,598729977,210957812,756319279,51931358,796987263,927455718,687923316,263716305,589290198,26968814,331114996,484268285,710294758
572,572,KJBSY,IPAUR,P,S,S,835691034,3338363763,0,331575948,319794401,376817375,373077238,94310221,495818424,714589488,295614113,497379307,77328676,366843109,607426125,801665448,10481278,836917325,80245091,158340479,523660118,862922502,496361292,427296739
573,573,TUHWO,SHKSU,U,S,S,566390595,1132386285,0,223674072,816663344,927742145,352216095,54203962,280459899,89753225,441070748,691836975,951050746,78217877,563656402,591744653,792891555,351648791,292104995,907836609,789444811,906342888,435936805,559284236
574,574,ESJHR,PJUSJ,P,P,S,389823429,1180866472,0,677588693,297805184,59683251,801343395,145528957,656916064,903604817,762251234,110480153,987727151,85220622,71258382,777613076,382537759,58583468,466475855,350840074,868234338,468019855,535563734,639948202
575,575,UAEQS,NYABV,P,P,S,124301013,4919190788,0,595431759,25838501,781521815,185773858,295543904,749838091,554264821,587923247,69413136,428912453,925947661,624582642,466325565,762202556,298130373,592174004,665540799,355341951,310523817,521821908,425550208
576,576,JCPAV,RCCKN,P,P,S,797051469,5555716531,2,346786507,202735834,781819728,678722216,36257092,114476919,264120474,335480621,76214028,448401117,785982636,313427529,64655086,272927326,758855162,570837365,205484407,403935467,74750564,685869888,532634724
577,577,GMYVH,WDNPM,S,U,P,96938536,3373846195,3,340396436,299456693,353651138,19038017,413518849,617901509,278727147,206044003,673320898,184619664,293888843,483254736,647143565,880607089,632793966,640155325,17605866,543593599,944006389,741986486,814379053
578,578,TDDQP,RNWWP,P,P,U,841254987,1305329976,2,91847421,769243719,205680933,19542379,847912182,647621363,846856505,300231003,34790029,262389813,399416884,205333204,265048715,571375949,69066806,167782384,612680378,171726624,45053298,834867188,771514331
579,579,SPHWX,ELMMD,S,P,P,213421433,4945237341,0,417149148,814771571,704295535,661706364,116677281,980473567,911004171,174057609,988069893,84422467,824586301,330064202,759159116,886758096,150952075,724016934,891621855,546964881,808523214,117879809,387519812
580,580,GHLLY,QUKUU,U,S,S,469934382,3683012563,0,470915572,80052935,797385648,347434061,578279137,945726688,745837016,954377119,895051582,580737458,142396155,619472559,15972152,753837603,14625834,985734849,97259124,810824931,8063605,494606673,495506731
581,581,VNAUL,PLBFO,P,P,U,34606872,1336272465,1,475772636,313708476,76193729,370121703,3458929,299324817,187851132,371547954,677471703,627062082,20415116,571932135,556441431,195235083,540745978,942588654,398127733,774850483,154890551,814557462,486734409
582,582,BATBF,MMJRD,P,U,P,69121095,1779391828,0,741016259,989592373,157452196,452444675,844231984,151434247,456035934,976539716,671764205,772396157,908575344,124278166,745915587,819667566,342106222,210070713,75229555,889660965,265858959,901601178,904276216
583,583,WRSFH,LCNQA,S,S,S,57140024,3989205407,4,25909726,749986005,295913609,987393378,837371879,856726947,116960392,89783777,7702988,120945473,478571874,714780923,918228567,524180238,487891673,420120279,924598969,557185577,791007058,34709078,665311933
584,584,LAXEN,UVDEM,P,U,S,669693571,2546592598,4,980843845,93029296,17648393,677931161,68960734,184554756,74673613,322963662,326118794,114808565,600957292,258552427,189977435,663271955,24024694,409324478,978871773,537413749,45453504,109622664,809669397
585,585,VRXJK,AOLOJ,P,P,P,917394462,4448002015,0,827797775,280087597,211928081,8736695,699778114,577629241,693763643,667380082,547441221,344838319,854095783,317507593,16396502,85388584,604116348,899473269,60598142,816627962,821813783,200519884,301824731
586,586,EMLFE,DMEBW,S,P,P,489298,2129235278,2,303104558,116183773,47523918,902132848,277419105,2101671,777205486,931189993,49950932,49102328,500581502,85315648,296742254,453719071,199734993,665762845,648133792,540347908,535126784,799311825,772789227
587,587,BVNAA,METON,P,P,S,453919337,2912507459,1,539972302,24260865,27860428,14879364,980529537,33427259,716955924,329879938,806956081,285459199,88801337,910978961,57472477,43085559,626802723,753945177,536724203,91967722,817533604,308345585,367413674
588,588,GAYOT,OVTYQ,S,S,S,649291026,220242546,2,643432655,859972961,553323577,176392563,395765317,16500301,260825913,538546249,128699997,863409338,340377134,735903307,115662342,459026195,261075249,498641875,853024055,274453672,124866145,320600787,702670858
589,589,XMRNC,BUFJR,P,S,S,660120558,1760593719,1,803765827,56245247,981148767,648311237,693187376,978972071,802363877,9374357,545011616,441533632,181807281,393702612,98157689,518261744,1595174,745949958,932412183,480286136,671440734,90859205,298673946
590,590,LKMWG,IBFRJ,P,S,S,493438017,2553807006,0,929986476,55213435,51835916,880632528,146493544,371250223,504536876,562280605,507823816,117073923,55561178,6268293,91603424,787433243,629116858,638797673,123201063,46572922,150466156,886033544,340062462
591,591,CUHAE,RTFNF,S,P,S,646276946,3672041118,1,92764575,123677454,280977154,370853714,236315415,43491982,201915794,902681822,301608708,407141368,166242901,793677421,979981375,135446997,203573232,752662987,894502146,189779261,489016052,99558902,620583009
592,592,FVYDQ,WDQON,U,P,S,499841319,771276034,2,7996596,58427238,60846343,332084965,392623971,243331286,868648192,6884659,198638493,429909833,750034508,474772309,132558947,803296758,857306602,402940367,878704,87955574,975550453,1595606,719335811
593,593,WDULI,JOCFR,P,P,P,903619761,406414165,0,898830524,621482741,529639544,211541042,897705949,834504608,433798656,59907408,41830546,938240215,14281308,617056277,422525686,289937179,350435183,85951175,90528064,413901869,194165688,765303297,686142432
594,594,NIJMG,LJIQV,P,S,S,786125964,3285345612,0,789425114,73804733,645397926,191681998,156900956,26252228,10878252,790478521,739535071,47297156,28302608,155448693,129915543,503002936,475584739,709966005,585952632,234933855,926903025,312297402,443502928
595,595,FFVOF,IMPRF,S,P,P,212245427,2762370948,0,774169682,323905261,616620631,304739601,756349412,134738074,30251745,41801967,919792835,631022565,675887983,786958352,985501522,789232466,940207049,885383223,32112904,161990579,235040684,81657594,606149662
596,596,UHSCT,WPLNX,P,S,U,619139101,386905443,0,882951986,622445574,28408271,281661107,801424651,601872167,143703732,644892465,70729427,638401954,262734963,842216139,686999175,892055281,318562783,88172585,880676335,141653958,925640676,599156532,432394323
597,597,HPMDM,IAPVD,S,P,P,797831998,2571514608,0,567501907,561307972,445322601,95888597,491800025,551184824,128409616,583748036,610426969,608691983,266233186,141090823,20643621,20665677,26984848,228700735,755632673,894254251,67430943,58416219,559753698
598,598,WXVTH,CADDF,S,P,S,565700043,4952419767,0,677866848,255551765,491252578,419329873,289376544,348099632,393498093,214715963,788006067,73040083,245875423,707918584,413103097,531744094,594150451,200128186,234618444,591576619,358713166,675324183,780515757
599,599,SXVBI,LVGLG,P,U,S,1170704,3225581477,2,606460526,66631351,122931362,358543699,418780287,71168456,26912595,159319174,506551902,936387748,719506794,755766271,795424415,105374247,51083254,64062345,48989388,85248074,942370605,446374072,766901606
600,600,CHSDP,OWMYI,S,P,P,979312772,4159646264,0,591575496,509800988,664915154,154377643,144181714,291851796,9491686,333311491,422551479,260010076,103334531,290132235,756058998,497062468,18872113,5327121,31575833,434170617,726255363,118574324,815256711
601,601,JLMED,SGHYI,S,P,P,393771876,4792849041,3,50222078,82670687,366871139,753307571,42430801,993402471,56485139,13504822,510780542,583592995,633165228,816076142,65319251,906989308,407451919,300962352,70350274,916225593,230315809,750499601,674928961
602,602,EMWQC,PPEVO,P,P,P,8585598,3423208271,0,62508557,33641354,333160427,64443116,887505598,27185536,728159465,177973734,195754076,589294393,636725362,543204186,21157941,888402794,623864433,929547568,132525962,24758303,8496676,423735125,750248074
603,603,UUDTQ,MVACP,P,U,S,830135217,3584154934,0,56194327,596073626,60271476,254388016,28471688,713851613,467604705,606060736,58495021,83847599,51922233,375525939,767100986,720138933,880731662,219187323,54390817,777760458,622547665,858247605,84767314
604,604,QMGFH,KMWUO,S,U,P,767161116,1169872823,0,53860635,680857123,637760133,262586296,703117378,498795925,590418755,39877799,255949425,885557161,605530875,66561065,761394469,553309829,825063789,382213434,244537664,232831614,396932716,169452103,780112408
605,605,JEURA,DJBAB,P,P,P,173765444,1320711627,0,494891316,199407793,912932805,894917966,978924566,843936819,925237946,295489588,425398147,483707028,141191707,237911637,852601192,329964394,990187683,861567396,274938457,96703599,818692889,50357566,400219794
606,606,TTVHY,HXPWG,S,P,P,785202648,8162740597,0,741675381,625971856,760977113,279418545,554060868,615953025,869626794,822564454,349371412,854585705,290279471,365427952,5366998,818152819,239298304,378646695,98111819,700973747,717184121,629397239,630136828
607,607,SECVV,JTQNL,U,P,P,453877544,660467234,4,40980585,591106882,960327044,722775122,21431054,779049202,361461826,584687705,60556047,65534748,62204023,91414822,985480029,559968021,538960421,639580957,47535282,337218192,411374998,68493651,524130658
608,608,TJEDA,XQVSR,P,S,S,909002572,158050813,0,730151304,90805794,71213867,709646628,850764831,912611149,274290527,613926569,58456495,670240422,545747295,115536093,287239319,499959251,446075582,31870246,764500101,74192488,162247432,906345352,439148059
609,609,PPROP,OXBCM,S,S,S,417454161,1689274902,0,380418296,467177023,63675311,519808968,6724417,12284673,661753868,467996012,74105767,34496589,576767286,170241061,691538793,274865591,813479313,956676445,667631017,78777185,859116709,741631091,556019713
610,610,OGFTU,YPCBO,U,P,P,418245724,2870643901,0,887478517,703746859,445715927,936096479,111652504,592566195,946822555,296833213,683432004,508837982,385749539,362806104,223519774,266421389,933391242,233665657,15666255,307355393,947858686,471478033,376696784
611,611,ODKVW,VFESW,P,P,P,440880741,3684229711,0,263085992,90939418,392788637,721965937,568665828,130592408,326491722,625564611,294817818,600817388,615309213,855986475,53543544,262060328,287211301,24616983,206866225,49076035,567818176,470838938,58769635
612,612,IOTVO,YUTRN,S,P,P,243709141,1813390554,0,661453538,22341485,244294297,180438869,40876001,675909029,611103194,877818824,532759377,103191138,536990828,994856371,90861159,24993636,858788812,61755052,454868006,672563234,412486933,452594301,654544837
613,613,JHJTX,IYQDK,P,S,S,65738501,3442623332,0,677680623,930423072,637280438,294271773,658736602,74780629,604413802,8524646,24641797,99858291,251248015,4347481,12305662,71882139,790700221,602369778,731695948,381203357,517909331,178379501,802359546
614,614,EFXGU,OTXSA,P,S,P,149549826,3148845509,2,112049936,62639093,740882071,23374656,23417391,35284931,622040549,382136445,741656238,229281288,986984125,578575136,32135106,427208835,384788424,319071558,665216944,113004096,233669357,730973785,830017702
615,615,ENBEH,BMGDE,S,P,S,984598732,3082185328,0,559716151,90847848,171995999,831300899,948324647,35031447,70983031,15531976,192228352,426293599,252026286,15300533,845665825,704306702,20235568,717871371,35490803,297171154,78423109,456072373,668490505
616,616,EYHFO,ONKFL,P,S,P,118735465,1185729461,2,372934253,846393698,995658727,113213925,25612086,680771808,197841351,596505154,180237196,582598511,348589856,517426284,54937917,214352922,863001401,617971285,112149585,980197459,931982525,91443026,798791065
617,617,JISHE,WPTYP,P,U,P,571233771,232766912,0,259031601,528800716,73851772,975687177,248518833,102953207,146676619,50200585,875778313,747050761,915794165,113871999,54087298,564018395,966942229,416232337,125701006,938093062,672057477,961447808,767488476
618,618,FNNGR,JBIXJ,S,P,P,407891644,2199727103,0,210921079,722492642,591204434,802464063,18743161,125165837,8831016,49390028,360460199,297273787,936643296,611335426,599615196,545282046,938143981,834004484,620040006,280341196,272677404,740628632,279729395
619,619,TTCGA,YJOAH,P,P,P,22226806,4051167109,0,158515483,510594017,542695631,392206483,530578924,290972839,884900661,119635922,309819405,554633463,811064164,83591473,844370861,208072465,119302072,666377784,958203017,4776698,92380879,230013348,492581845
620,620,UDXNV,AEXBF,P,P,P,920625292,3840673372,1,799649432,684452702,533790763,62264515,148326834,596768396,684310769,54887817,347678874,986791246,287880083,146712355,517515141,351438799,21847294,575319496,754774098,932179737,920825088,732844185,680566069
621,621,EOGLO,RVERE,S,S,S,345136915,1305832625,0,777313942,39920778,506468039,722735658,100997072,292062961,858168258,324627122,859237607,107743266,650733741,82983127,504716774,64852695,998207587,921523938,570037277,159372717,593022691,55932687,385416695
622,622,XJANK,LLBOB,S,P,S,929434085,3983101987,0,3325593,272071899,967420579,551850435,867604786,992975006,19771561,643353341,798296476,531831235,817562258,818665573,588216903,83172619,65866476,597601025,914603376,967822829,82815159,260123342,52989442
623,623,STWIB,NFQIA,S,P,P,165213194,116244593,4,106941985,220499658,390126084,882012898,559294707,445485488,624273452,626390382,733767478,6322876,523796479,299499106,58521889,89146064,822917968,496005322,379877442,572138608,2747797,391245123,946953677
624,624,LRWQW,UUEAF,S,S,P,496707182,461401042,4,365209,320874035,925674674,221555302,816048559,651218363,702980336,445070996,615279311,72328698,439484523,50745225,532007131,467668959,548354143,635226128,994074932,776449838,407936529,553995785,703257321
625,625,WKILV,QRDXL,U,P,S,966985636,3250384692,1,12870324,649714981,283414915,942486847,562998457,14820303,2076095,447323608,808852073,276283154,570199202,80219886,626200712,985304061,558890801,572345145,359666856,654891228,44704732,960426412,428487782
626,626,PQKPA,TLFVP,S,S,S,54206832,1414615985,0,36542901,910827518,3139133,453926545,893602538,578226142,307574035,42317403,986932356,821047071,111133869,90180874,37040099,865047577,628369307,617244471,854891883,418458721,923182963,498946955,668392819
627,627,PYAXN,TSYVT,P,P,P,493505931,1089644458,1,840330074,68726218,943714329,316070074,608212239,56583658,322113271,846950794,346167262,377874164,708080027,884915663,421246156,16510715,18571873,430644396,825298589,447233841,264662058,362658316,619635901
628,628,OOXHM,MTGLC,S,P,P,950470394,258259314,1,88799295,974934454,646101199,39116538,386250358,332641285,164348144,458729718,822425211,902781481,846898641,330504524,605473845,583282622,652140795,20463561,183245293,562048251,273793771,896204799,698210236
629,629,CUAST,TCOEM,P,S,S,98425301,3680526846,1,386709096,691627013,62133634,48004627,907509163,420845691,463974793,1937537,137247231,28133174,760348353,774899552,688175776,498261699,425698279,822010863,126512656,970624583,849384017,578664054,405600461
630,630,GGDHR,RANTN,U,S,P,436007308,3789507327,0,33760605,614407562,373679277,59411095,356241274,486443959,475570743,6247874,354347572,50048261,399206485,294690289,85156714,88189311,680646973,604017347,400820249,121838256,91779028,360873965,580663892
631,631,EVMUN,BQGBE,S,U,U,389674343,1492381142,4,71949094,698931889,58594546,27226222,325512437,884270326,136988326,715816304,424411197,700103527,802849056,457447616,435706333,50679204,1782547,455598097,753097309,557837491,76668515,21255646,105572455
632,632,JPUUM,XLFWK,P,U,S,497716133,9707794692,1,242565515,509938496,101992765,493496753,218466676,386200229,49181609,301531375,205096279,56201689,299562737,572665696,106247692,413089233,296562785,365034653,839733959,11447591,31520323,275881056,815406159
633,633,DKRXX,YKIIV,P,P,S,605270135,2902723234,2,869165781,878245669,763737951,89439175,873560887,586995154,90829245,783987714,851784126,597188548,524975127,21144878,311911999,989388205,258070958,543113801,184364276,593214994,10735681,853503653,688550593
634,634,BSGTU,CMJWS,P,P,P,312107636,4983245534,3,388918126,115616591,804061208,524462531,59381735,867587356,301368579,394803172,872018739,537218715,187015101,680582731,490494736,908719991,549723475,427751539,513748133,797523864,62032149,609982422,64650503
635,635,RXDGA,UHVHT,S,P,P,281627895,3498614986,1,824856467,303252218,648336665,576142031,7798401,693561453,452182013,867401439,256191126,581114313,431201948,432103469,911008073,426299609,182077944,3376149,564933777,328727454,777673932,930678736,680838124
636,636,PUWYN,YPXWW,S,S,S,846766597,3320018014,2,930760953,717757864,289132903,306412174,666310595,829413192,691403061,8108548,623953645,232334038,485548779,295641517,525518666,862137596,390147354,327731133,512039085,40192736,964439081,730680877,736757248
637,637,XKQOX,QYGDN,S,S,P,121941162,4940545137,1,840400764,508817774,441115389,322917886,800070292,69920514,241444124,596751979,535506697,243739816,677544794,33800769,766858176,901965737,205843524,947811181,9404387,333970583,835331271,38170821,693006403
638,638,OFCXF,YNPPB,S,S,U,49551446,270195854,0,841009599,800723598,77262299,695376714,767039589,404210647,718465753,673430402,583903014,111019521,382500394,689147959,558208635,796908668,844473952,53660571,263003463,77417295,6510639,402457563,761447467
639,639,PURII,HGVWK,S,S,U,379800989,3630821625,0,331179054,600254488,213676073,556157813,27066138,281985741,261141973,83850211,614204944,10551477,610931262,691178186,836183142,394919699,344360293,681829678,443930522,925539497,498276587,22600008,635838269
640,640,LVIBQ,GOVQH,S,P,P,410128715,2220804868,0,61260585,366881908,158798602,909791719,294950289,181812436,483705413,286263746,742746,239025581,662917344,478782095,629647119,429293315,610247047,350143634,579956227,273143573,446599114,910528855,42416118
641,641,CFRQO,KKMVA,S,S,P,21055127,6641515053,0,368377634,68436766,894295057,98171156,445081721,366205659,280265267,913052615,251345215,101882336,461551038,950635887,245669536,80622011,240375978,147199931,237073327,5345944,203760805,614180422,762627385
642,642,XYLLP,ISIEJ,P,S,P,732836218,478381724,0,572361923,218332151,51340645,355690322,776181968,739212536,601368143,783200164,363756342,546125903,31902737,793546491,435626602,431443376,169393944,397717252,77176864,447866937,39149501,248177936,47854538
643,643,SCSIK,BUALI,P,P,P,160605174,3005414892,1,513713741,320941344,993715316,718254736,240662972,945636475,770173433,502578075,278638818,66981092,777286028,186995007,934906167,3168373,250004229,183708501,532989799,524758156,63121564,875394186,40086348
644,644,FCIMB,ENBDC,S,U,P,226783964,9939574679,0,50211906,898215492,682363285,20488025,499835228,214445003,117413932,461694105,865844817,601921211,951551367,458989085,458303994,13588831,471460106,111725771,631554083,866812851,964115154,17735079,794019937
645,645,WOKEQ,NPTQG,P,P,S,937617133,4629423459,0,643856632,104876304,621082134,90770697,18191415,99416911,4791087,759069766,793311095,634803401,272730537,934612475,3071842,69917296,879816349,515896878,813684408,731207502,714493591,360765147,548844668
646,646,PEHCA,UKKLP,P,P,S,363673947,430598606,1,272112378,193075667,335502187,780463273,222995414,876027345,833154687,604697003,277401095,811513353,710775956,509112389,199776253,79599146,730192083,238119564,58192761,190751864,175685677,926226138,62157678
647,647,TBRHO,RVEIM,P,S,S,662752689,2884808158,0,683217807,25084723,49584129,365279931,715722433,85789262,86626895,921994183,6454104,48320355,274253668,966748479,153450319,68312602,481357316,37282756,858990302,364224013,489441033,641581377,379937677
648,648,EIJOH,HAJDO,S,P,P,418783857,7713054482,0,865317474,749332075,172696791,607231336,441182494,799511168,634114977,213274154,37920327,804102355,348187048,192199535,281426126,877187335,59217691,434537196,843179565,420780281,848993654,1591281,727423901
649,649,FCBJE,XXJNO,S,P,P,585484951,1929042438,0,950452527,838654,53523716,317440177,29563211,131304328,166852767,115274521,527009334,120179826,628828255,14996711,779622925,892817976,306126795,848856139,544576345,801724558,43497179,117320953,66665501
650,650,OOARB,DQBPR,S,P,S,630833405,2679784824,0,925935558,230069461,530641463,813940844,726968878,2839478,33869941,417275552,228304114,949398239,80422244,795997855,149146338,309403933,862819656,742445815,886584017,942664823,826108717,574614951,393126657
651,651,SVRFD,JILGR,U,P,P,24572179,2417232992,0,507343972,886694981,68499715,373115637,260675749,358701188,126543599,413469901,631032239,119392057,794615989,789530262,901554625,970446601,1269864,165405837,939273521,773396197,374736184,272758183,483521714
652,652,JJVDH,WUYTS,P,P,P,634365804,4933811595,0,236140898,542142267,597739866,887510921,706698988,401348153,544456739,116819437,456590665,400568468,964009894,292772053,557991772,26875116,203215661,315496979,242173651,936588209,21191742,933317203,436061643
653,653,SQIHB,QTGFV,S,P,P,329576212,1035635941,1,897551021,320292621,441271797,66972909,200347401,769486764,515838529,72040192,830752373,915962072,992700085,145309148,186256037,346933262,426428057,777697426,978862776,139537566,229443044,447776904,610243164
654,654,OSWWS,RVKLI,P,U,P,845650142,4739138502,0,380744139,600146907,896436419,327102687,757544827,390618657,98458404,232302012,38671211,856508504,473629251,755159499,94409299,46760066,915944351,838035534,678046319,999218,790971723,663331007,508513828
655,655,UUFGR,NAQJR,P,S,S,175856506,1678709737,0,293324404,704920189,255798517,938952552,69629745,695783709,719717653,838393703,431752188,690043226,648400785,82710042,681861974,9817364,39921309,396755073,265948941,908520061,936981038,79391781,620812329
656,656,KWBXI,KMYFF,P,S,P,75512255,1517664325,1,265157468,655828023,302904379,426057978,456206806,624420596,882241635,813633235,636353801,347476822,49882367,61976607,45490437,31475739,984582121,372087186,287630883,467856534,621172532,635983104,527499514
657,657,DRCRY,TYVHS,S,S,S,58963701,4775045935,0,724730088,114475174,665312505,42109335,741862655,118132719,973707929,876049061,746412193,760940581,143994369,880084205,45593619,57265587,820086845,209115119,897025522,292477776,367256373,851713191,683948599
658,658,JRMJL,IRJRH,S,S,P,589013654,4608269288,1,774112654,35897256,384239784,885179899,899232055,282184986,174934148,69257411,678479158,426060576,690257,947016475,743904268,177375517,209683807,639136192,77659836,496046159,965769183,777026833,519428409
659,659,TIEGS,QAINO,P,S,S,456042819,4078891117,0,639156759,375277697,42100804,287425722,191636918,476284623,502227056,44852491,464825136,62257554,341941969,637370402,280801029,268146761,874263025,173198581,505962281,522452686,925019867,166773217,641441439
660,660,ASDTX,KAPKR,U,S,P,97694964,4361484116,0,101996571,928532794,865810009,401857674,28716899,224167976,384435598,516801557,991953971,543384279,314273683,681114979,456891262,781120776,42517021,874125204,955094067,905344008,186350019,891275536,364968404
661,661,RBXJR,KVEJE,S,P,S,592026459,380903536,0,975281694,812253925,813103466,164687692,7884197,966833588,836037559,572646251,702429714,513855972,806204443,93915926,4432772,840538206,657965221,940262189,199472723,78671216,373672965,339069803,653067521
662,662,ERMTT,LPDYI,P,P,P,124394642,8126686448,0,262763063,308372567,886628647,75720898,926231404,911029661,642855348,323574317,42447777,780465754,886290582,811236,944146722,437109798,17715687,557011448,117298824,872453469,811160203,19902267,377912927
663,663,GDOLU,PBQDN,U,P,P,883023093,2135860057,2,77753577,691322863,16377488,584690589,77553611,607200975,412229516,986862244,746840421,110567275,221306624,755505204,270738005,53405067,534836029,980486614,58753493,567376571,53529102,542344829,698925165
664,664,RENIQ,KEJSF,P,P,P,364178434,3644108524,0,362663458,803557852,41885039,493030192,658450946,56822052,752566565,618346322,275479084,43394038,131651454,210498362,473513108,145286458,992010476,253841982,38166002,878033072,7532691,653471066,62880676
665,665,HAKGF,DFJQW,S,P,P,48267712,2921914127,0,381810839,66803738,7150827,941537951,105161995,631812166,243722868,568141379,87107159,934910504,866299179,180245706,836663509,879530291,85346578,408952934,869970498,268231014,662862773,915373523,404436321
666,666,TDNQG,SYXRF,P,S,S,137603056,1296150189,0,721381281,6070513,103752591,331711236,396920716,333776381,846800177,621604434,775734772,924581841,809046387,116314556,852015876,499153275,843885335,779270365,185901122,625,889125471,256257869,632567453
667,667,JHSMA,FNPWC,S,U,S,864853662,1404482249,0,79841836,675243541,832227771,636637273,39724838,152482802,614259208,722536777,82903356,598807618,609529514,703149563,147641317,25258555,299291378,878549013,237563569,955247667,600265722,260530601,73214833
668,668,GQSLL,HDRDJ,P,P,P,119619511,2649636182,0,231574418,153067758,404286687,32654963,116548091,596774298,632189219,10965073,571017363,3212022,624828318,420575862,517718832,195268123,492323982,52378693,223105732,25676734,992571975,610534594,447280084
669,669,RQQVC,KMOCD,U,S,P,732445341,7095174577,1,747370764,501347889,567091946,995164269,91749725,86019167,119051748,339799657,848256649,769647952,186588652,376848741,722595576,3969132,613503341,17821844,127874309,485410255,406762752,817039378,448218379
670,670,EFLUH,OMBCY,S,P,S,843036708,4860283271,1,201974003,56323278,849781535,942341531,226323062,839867189,344239965,862182323,235200687,427696034,463731762,777255487,224100435,314049667,89283473,18246024,147457465,281575005,487640909,740317227,635003114
671,671,NMEIY,VASXU,P,P,P,359364866,8419938717,0,16151689,61785822,751517247,326206867,702362038,45422537,85992801,95589442,133924974,702158632,865027945,949582357,888509767,90755125,542522624,815597731,798777412,671421018,448473929,854663253,336131652
672,672,XWMJM,VSNTR,S,P,P,542370922,1405615607,1,809304925,536110978,351503584,364636032,336647145,104439813,525107319,89127037,666308449,85187899,262795459,164775665,358826935,875339463,425643491,496602541,778720688,36108965,795171283,747456428,851692626
673,673,GAIHI,ATVPG,S,S,S,898020294,1578524869,0,702694283,57012498,199485809,546062403,149785247,257335242,559573815,71893052,477295624,804531141,295631551,764532532,889596966,696890567,2059483,576380239,951614953,137431324,640789903,79068154,400108365
674,674,YWSVK,AFVDX,S,S,P,244455101,2227822834,1,211296083,265624649,853108815,552407035,601700055,522012863,863020761,962681279,700605076,147625183,798113557,557959456,579362233,420350474,301847499,585914015,516279723,842320816,398197997,711425985,604126041
